"condition","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT"
"time","3","3","3","7","7","7","10","10","10","13","13","13","15","15","15","17","17","17","19","19","19","21","21","21","23","23","23","26","26","26"
"TRIAE_CS42_5DS_TGACv1_457468_AA1486850","6.188836793","6.917588474","6.666148196","6.529324673","6.793697048","5.87913704","5.214599288","5.347578848","6.353474335","5.937356769","5.499346998","5.858034578","5.801752145","5.18599937","5.452519759","5.048351671","6.685791282","6.281378502","6.032704854","5.830960058","5.37829238","5.633381469","5.479888642","5.07582985","5.625393815","5.608669715","5.706656341","5.193809432","5.39965209","5.923781621"
"TRIAE_CS42_6AL_TGACv1_471763_AA1513980","6.665678304","6.845233603","7.158227809","7.023212269","7.505563504","6.554169046","5.996871279","5.412648674","6.205932978","6.668833554","6.294539372","6.596258405","6.162104388","5.130566835","5.863034236","5.688319977","7.527177176","6.906493583","6.75370058","6.697104616","6.211730943","6.379054","6.30934848","5.967004192","6.751300046","6.632545674","6.637021424","6.544721848","6.661203749","6.862987782"
"TRIAE_CS42_6AL_TGACv1_472165_AA1518500","7.286405459","7.518948092","7.574698054","7.681758406","8.089573268","7.189104869","6.720922442","5.636825743","5.923522641","7.485778884","7.060717796","7.156896971","6.099956106","5.826168235","6.112876103","6.492338921","8.051598708","7.332665434","7.08979788","6.997882962","6.793343255","7.147720627","6.708094707","6.623237528","6.567009363","6.702697563","6.636116095","5.181075997","5.582685454","6.794657799"
"TRIAE_CS42_6AS_TGACv1_486199_AA1558070","6.326712284","7.022483877","7.25317593","7.776362614","8.330071975","6.304740168","6.157757496","5.938530434","5.87654067","7.328930337","6.882194672","6.940249574","6.104356977","5.26483452","5.28356001","5.749243612","7.319796716","7.560460601","6.860620694","7.431080457","6.376897001","5.591524896","6.668472183","6.517226565","7.461152342","7.281883131","5.145294384","6.248784572","7.03896221","7.281367081"
"TRIAE_CS42_6AS_TGACv1_486738_AA1564640","5.752429136","6.648501661","5.920417961","6.869751289","7.344278389","6.19846083","6.86178872","5.472954054","5.694304366","7.938844437","7.484500489","7.270593501","6.550270293","6.195606302","6.8214204","6.808430953","8.180044534","7.490792796","7.817738561","7.093972405","7.834523727","7.769884185","7.360696355","7.002310992","7.413299058","7.412938957","7.042858735","6.327994996","6.200773703","7.321022736"
"TRIAE_CS42_6AS_TGACv1_487653_AA1572080","5.058771276","3.999277186","6.393866636","7.254029321","6.004032736","3.903050876","3.862960904","2.091864062","2.327375262","6.351852091","6.235461154","5.909299589","2.638971612","3.04927304","3.512530029","4.366009035","5.373916369","4.652444917","5.278038126","5.895435359","5.186060906","4.242958514","5.538400627","5.204056136","6.267976339","5.73109604","4.056161444","5.592564094","5.673556917","5.626228058"
"TRIAE_CS42_6BL_TGACv1_500168_AA1600460","6.712453036","6.989805202","7.140048841","7.034828362","7.609158286","6.651772112","6.130091063","5.384403315","6.053168586","6.652079497","6.329018341","6.61266181","6.30574595","5.238922925","5.824264088","5.748628362","7.502042988","6.915128033","6.705382024","6.792290554","6.130993854","6.439735281","6.261241653","5.992341662","6.740314847","6.5232392","6.637824057","6.428691531","6.659841206","6.837529147"
"TRIAE_CS42_6BL_TGACv1_501698_AA1620020","5.869424024","5.732729439","6.601800608","6.203947475","6.410290007","5.619585316","4.997752668","4.28625885","5.335319274","5.85832165","5.528102812","5.892271087","5.46895004","4.435121805","5.129259457","4.967539884","6.520624073","5.83584821","6.047289433","5.895581203","5.450428826","5.75771495","5.546606111","4.793705729","5.97278364","5.833857066","6.019847901","5.916751777","6.026713441","6.106597407"
"TRIAE_CS42_6BL_TGACv1_502708_AA1626110","7.622862904","8.020068677","7.892001625","7.894917735","8.52933174","7.519390786","7.114621226","6.141985791","6.368850088","7.765091401","7.37855965","7.467081539","6.580338815","6.163171615","6.39441249","6.802606297","8.418534612","7.708913729","7.411936336","7.503957765","7.031477266","7.330162194","6.790590477","7.074595533","6.797135737","6.997998827","6.883551517","5.723000617","6.279236928","7.149035129"
"TRIAE_CS42_6BS_TGACv1_513502_AA1643690","7.181500686","7.619473937","7.879590456","8.515485735","8.856402161","7.047230224","6.7663576","6.368564474","6.301642308","7.740890463","7.597531785","7.608860709","6.358822722","5.381692975","5.313540898","6.380019142","7.920726161","7.950379057","7.175367288","8.014200146","6.509697171","5.968385257","7.216834295","7.313606979","8.04074645","8.002078382","5.424328679","6.75907312","7.239329827","7.742436743"
"TRIAE_CS42_6BS_TGACv1_514379_AA1659010","4.262889714","3.721230471","5.425157045","6.045211454","5.632014327","3.535054971","2.997490727","3.000719815","3.680733869","4.947461175","5.090444128","4.808878083","3.14917842","2.778819272","3.044427195","3.908129435","4.98955465","4.483903841","4.3228338","5.006854824","3.965800711","3.557289034","4.175028603","3.995466692","5.82391534","5.469948652","3.750115654","4.851193977","5.175143577","5.669159974"
"TRIAE_CS42_6DL_TGACv1_526709_AA1690300","7.06966067","7.294238023","7.253267248","7.329361417","7.951834293","6.770653291","6.443356871","5.548269534","5.952843774","7.212690408","6.899288537","6.849391468","5.987015414","5.680102982","5.970306537","6.184593122","7.750077783","7.113757554","7.025339184","6.855606882","6.402425359","6.819704089","6.360180951","6.489071944","6.065741666","6.248885653","6.25920625","5.20344774","5.55737463","6.587596157"
"TRIAE_CS42_6DL_TGACv1_527491_AA1704790","6.028946731","6.352837563","6.626636686","6.477178188","7.115120119","6.122798114","5.607998549","4.898554016","5.60769586","6.215062795","5.808404376","6.128812339","5.732264808","4.77040289","5.404839457","5.507058499","6.977680236","6.323771514","6.321342787","6.177253772","5.740185118","6.029636874","5.821325393","5.36522723","6.274495319","6.116294031","6.297986651","6.074330803","6.170828986","6.276720366"
"TRIAE_CS42_6DS_TGACv1_542626_AA1725630","4.921753077","5.707664928","5.574315193","6.158355157","6.590951935","5.49254279","5.743362098","4.459423923","5.105575709","6.879553316","6.471862406","6.058284059","5.753641908","4.922772646","5.799413815","5.795461829","7.038643181","6.591164686","6.864508472","6.28564794","6.59164904","6.405294572","6.275356948","5.953212165","6.411703319","6.555255891","6.342188318","5.732130188","5.684715177","6.361685824"
"TRIAE_CS42_6DS_TGACv1_543095_AA1735290","7.970778386","7.893661622","8.464616969","9.045422096","9.082666079","7.499131051","7.42582917","6.628970838","6.537068338","8.435338677","8.269698032","8.056027195","6.746328694","5.9202263","6.026257202","7.126415194","8.48645147","8.193101597","7.747384813","8.467387211","7.29285168","6.644156853","7.765544484","7.81157659","8.304549325","8.082535084","5.874424985","7.005856107","7.801776271","8.136491913"
"TRIAE_CS42_7AL_TGACv1_556250_AA1759120","5.278590566","5.664161148","6.026505866","7.790704302","6.088790875","4.769874975","5.100131637","3.521250431","4.108571215","6.881472903","6.759850221","6.319267168","5.560608551","5.861439287","5.466547183","5.107991259","7.170817761","4.836762744","5.990208509","5.64503692","6.788191033","4.595604581","4.885513395","4.993930543","4.66977558","3.892703581","3.261935314","1.131402111","2.273617556","3.399732977"
"TRIAE_CS42_7AL_TGACv1_556459_AA1763560","7.398265944","6.384126375","8.34705946","6.691906307","6.415844634","5.680739001","6.153980852","4.197797259","3.888807601","5.486132141","4.578063086","7.05818189","4.968924015","4.346631295","4.611480236","4.866649444","6.660721106","5.636919476","5.662568042","5.507017106","5.659865418","6.156088759","6.025128987","4.547244419","6.65598589","6.777824254","6.482180316","6.211380897","6.122576139","6.108638508"
"TRIAE_CS42_7AL_TGACv1_556643_AA1767780","5.802770731","5.993539892","6.032258541","6.057640789","6.765079345","6.106521649","5.230113469","4.341921831","5.006948506","5.778190878","5.489813376","5.511091339","5.38665786","4.596824457","5.074561128","4.914212496","6.790785413","5.996198325","5.726769569","5.621592185","5.623262709","5.78926268","5.351692243","5.323141678","5.528067049","5.529964658","5.329879016","4.778080933","5.053209353","5.585738155"
"TRIAE_CS42_7AS_TGACv1_569068_AA1806240","5.740114404","5.677096209","6.00413395","5.746522628","6.501439809","6.16141827","5.513831891","2.949688335","5.130490256","5.945682354","5.472690753","6.023689694","5.283711214","3.808882247","5.278624733","4.821087692","6.697157697","5.774862056","5.541655625","5.861071083","5.6563414","6.194609452","6.040492778","5.278624733","6.206777519","6.093795478","6.600006544","5.617134668","5.968963282","5.802420445"
"TRIAE_CS42_7AS_TGACv1_571350_AA1847030","6.227750754","5.610211448","7.140832527","7.46483471","7.997907885","6.360774359","6.471703275","5.005768805","5.195623293","6.154380273","6.287189377","6.905835036","5.801351012","4.732631568","5.321941115","5.730352998","7.422115449","7.376570703","6.595632962","7.22611737","5.854846969","6.169309432","6.247206161","6.308966917","7.04478218","6.620206531","6.198492131","5.553116937","6.610909346","6.753418082"
"TRIAE_CS42_7BL_TGACv1_578088_AA1889220","7.622433984","7.856360624","7.668217353","8.0320038","8.534956327","7.247520794","7.102345846","5.957094351","6.455073178","7.30240828","7.163716356","7.517724363","6.452449458","5.547867962","6.111021542","6.518524085","8.491063858","7.9327198","6.937534309","7.945054105","6.532910982","6.625936252","6.829512617","7.108739107","7.717028568","7.135632409","6.67388907","6.685662912","7.448675678","7.518697875"
"TRIAE_CS42_7BL_TGACv1_579312_AA1906270","4.686842335","4.568739577","5.431641238","5.792290786","5.753067754","4.802585589","4.291698399","3.497016523","4.14472077","4.486921417","4.467056884","5.092872515","4.745801316","3.852273001","4.500920165","4.156733901","6.079988113","5.31190464","4.935193099","5.426952417","4.855025773","4.766302154","4.891100725","4.191168747","5.549465114","5.431199173","5.432734617","5.028121515","5.559453955","5.75397483"
"TRIAE_CS42_7BL_TGACv1_582013_AA1918050","5.273512248","6.299133053","6.208791213","6.426650257","6.991268879","6.333457232","5.598792261","4.160444364","4.920710587","6.460060937","5.79331844","5.958683058","5.398615088","4.220977213","5.31861007","5.283711214","6.449047609","5.96383638","5.878015855","5.533784668","5.82334171","6.176075149","5.476881874","5.298817242","5.557214088","5.620763119","5.714062784","5.118592436","5.199049365","5.670225691"
"TRIAE_CS42_7DL_TGACv1_602895_AA1971290","6.85187194","6.703118295","7.232739885","7.398324498","7.298166585","6.596140422","6.096327139","5.012083378","5.819567961","7.344122849","6.882597971","6.762673898","5.604552757","5.476625464","5.731857004","6.113116312","7.428088417","6.052018343","7.189547629","6.450498858","6.292466885","7.220298999","6.761168868","6.102604455","5.752606607","5.895548459","7.51066627","5.737953923","5.280703143","5.985935038"
"TRIAE_CS42_7DL_TGACv1_603301_AA1980400","4.399167635","4.562969116","5.342391667","5.245717956","5.197745368","4.44850351","4.171256219","3.19561948","3.859075712","4.288781322","4.012675255","4.941778128","4.648354189","3.081772346","4.168824132","3.133675171","5.601018585","4.752218561","4.502258891","4.99611708","4.227143186","4.72210842","4.587816478","3.285461","5.681720898","5.349718405","5.381697575","5.329021144","5.531680519","5.110251342"
"TRIAE_CS42_7DL_TGACv1_604389_AA1997650","7.454370699","7.675808288","7.577210713","7.902416429","8.330503669","7.119577141","6.908598423","5.829824937","6.254483789","6.976850279","7.012265733","7.33135116","6.444796854","5.372937707","6.005126359","6.168305865","8.283784609","7.742400199","6.861302147","7.787686586","6.272172419","6.400460083","6.631242728","6.859092942","7.719819119","7.12172843","6.767631691","6.933531304","7.502620498","7.491662986"
"TRIAE_CS42_7DS_TGACv1_622118_AA2033080","6.24355312","4.928180791","6.851153181","7.188412736","7.405738795","6.016620467","6.111928431","4.239177682","4.309049945","5.296455635","5.983727191","6.767186611","5.188552722","3.31796069","4.207356233","5.262151184","6.908654874","6.962347626","5.611517321","7.14219479","4.738450297","5.07142304","5.825952909","6.133053081","7.15904304","6.236115155","5.549873432","5.537121646","7.09339632","6.440022669"
"TRIAE_CS42_7DS_TGACv1_622237_AA2036020","6.26639757","4.96527524","6.680739239","7.121858086","7.159470738","6.053422397","5.802420445","4.196047899","4.679312443","5.738879312","5.960273113","6.393196027","5.28595122","4.201881208","4.782102245","5.394577095","6.99009995","6.44471773","5.932441455","6.705948716","5.369581656","5.697023014","6.027589126","6.043100658","6.633007859","6.456578114","5.997625529","5.987888159","6.674914865","6.512585987"
"TRIAE_CS42_U_TGACv1_640717_AA2070800","8.194249387","8.184474614","8.710372357","8.627612649","9.127373537","8.073267184","7.684542581","6.866256493","7.512068404","8.06349847","7.7898141","8.071133126","7.567184029","6.668116349","7.250692501","7.292061168","8.883469415","8.364466677","8.069492781","8.388372264","7.59805165","7.789701409","7.711837121","7.583354669","8.14951889","7.976980809","7.924007064","7.772936636","8.146685384","8.385154307"
"TRIAE_CS42_U_TGACv1_642281_AA2114970","5.736462614","6.022134382","6.208297327","5.7639772","6.503866678","6.172155609","5.264943607","4.816425754","5.25625867","4.830109724","4.556276116","6.284262884","5.796361656","4.639534897","5.225269678","4.730746773","6.423228278","6.032848784","5.252798421","5.747738752","5.154474709","6.090020794","5.87472172","4.870875018","6.523611791","6.579178432","6.345099375","6.610647591","6.41171153","6.973105658"
"TRIAE_CS42_U_TGACv1_642816_AA2123650","3.475673857","2.418312684","4.219565056","3.825944284","4.774313625","3.336577079","4.722482","5.912131796","4.339745242","4.637995492","3.601178749","5.785884599","4.324698059","3.940328596","3.103473952","4.034300813","4.415600424","3.589128177","4.71164508","3.783048073","6.175191366","4.171393562","4.004467264","4.976388855","3.058688293","2.314128214","3.051720281","1.131402111","2.797793399","1.638703468"
"TRIAE_CS42_U_TGACv1_644604_AA2140600","8.212082791","6.819985797","8.608887752","9.390025122","8.699922998","7.44168396","7.402530786","5.333201768","4.91338991","8.185035235","8.21578535","8.156791311","5.193512252","4.593087483","4.407938016","7.100719996","8.320613671","7.538596112","7.439764928","8.42839695","6.789873363","6.139975065","7.635979986","7.721955698","8.110469291","7.644067307","5.215479088","6.600149372","7.51088475","7.450654986"
"TRIAE_CS42_U_TGACv1_716377_AA2167840","4.513987576","4.816654026","4.588880222","4.442266477","4.92930231","4.160406922","3.808136958","2.488101541","4.045537648","4.514765057","4.133057133","4.228901679","3.639387169","2.425545812","3.117033557","2.888965214","5.435702574","4.5217114","4.135032148","4.429427739","4.239633233","3.777737042","3.751159176","3.471292312","4.486414803","4.230530553","4.204392574","3.722159479","3.79455392","3.973607167"
"TRIAE_CS42_1AL_TGACv1_000361_AA0010050","5.106551351","3.095577609","6.410505419","7.640315462","5.247397687","3.46885603","3.499533282","2.521704559","1.808288771","6.871128638","6.623411628","5.652338292","2.778819272","1.960094784","2.493205453","5.242275976","4.729385821","4.160444364","6.342072122","5.566763101","5.819483344","4.963543687","6.058711896","5.503525027","4.821087692","3.691376334","3.04927304","3.960493118","3.499533282","3.852273001"
"TRIAE_CS42_1AL_TGACv1_000905_AA0021520","5.300854146","4.735154044","6.687478864","7.11909342","6.042114885","4.863773541","4.538204188","3.174865419","3.205413615","6.473728646","5.74581973","5.684810302","3.837213249","3.222867846","3.77279542","4.583549126","5.132911922","4.959356035","5.847152393","5.949021448","5.615173458","4.851186158","5.704388957","5.55287431","5.423164283","4.513858302","3.345804467","4.250431937","5.035139271","4.079230924"
"TRIAE_CS42_1AL_TGACv1_001183_AA0026630","7.044075706","6.282410662","7.731127768","7.685994204","7.462301093","5.597095153","5.788959671","5.658227317","6.329976452","6.975890449","6.663353566","6.55280171","6.095561014","5.173998154","5.569652808","6.18633413","6.783845348","6.658627133","6.97169957","6.969456037","6.166284265","6.387419577","6.513151473","6.151870621","6.9589783","6.694995009","5.562326431","6.313767225","7.008817005","7.266653603"
"TRIAE_CS42_1AL_TGACv1_002432_AA0041900","6.996042766","6.777736795","7.431127682","7.746487026","7.589218993","6.634129289","6.090539676","5.343204737","6.270065132","7.051474858","6.730158543","6.817189666","6.329126433","5.371281077","5.980687685","5.984172701","7.411175853","6.764018733","6.87499085","6.89143655","6.100906448","6.319645362","6.309230405","6.236262539","6.414700563","6.18424703","6.259772268","5.902615574","6.268696014","6.512464788"
"TRIAE_CS42_1AL_TGACv1_003124_AA0048030","5.972133908","7.329493919","6.034406693","6.496612081","7.432726382","5.651962726","5.619897116","5.800125454","6.480803476","5.96746382","5.221344525","5.670339439","5.09700869","5.174911678","5.152805927","4.947922661","6.882930683","6.41110044","5.591263062","5.889902364","4.689924852","5.279368974","5.278221796","5.721301451","5.687646318","5.933143988","5.435100965","5.214799879","6.093289821","6.309401781"
"TRIAE_CS42_1AS_TGACv1_019033_AA0058470","6.048135481","7.007254491","6.777166809","6.735854833","7.22997645","6.147088049","5.667215304","4.974586611","5.146754843","6.192064776","5.770599648","5.919354152","5.405309051","4.675394512","5.223631535","5.061759241","6.623954066","6.356107713","6.465568026","5.874789991","5.07374154","5.729633278","5.478428148","5.427043024","5.617280059","5.831103728","6.247868778","5.155831718","5.694909896","6.030495338"
"TRIAE_CS42_1BL_TGACv1_031159_AA0108940","7.578611349","7.012998328","8.033486178","8.296657237","7.678268974","6.252976525","6.46614659","5.637159293","5.933870656","7.288382464","7.002006717","7.178154866","6.024986602","5.34637917","5.371103734","6.256608982","7.319362154","6.853956216","6.90332046","7.497001434","6.394660249","6.449499809","6.933613456","6.651830367","7.577650209","7.176269975","5.900171015","6.483487096","7.168983514","7.316061015"
"TRIAE_CS42_1BL_TGACv1_031443_AA0114190","5.402664319","6.715200339","5.300117695","6.11211458","6.740415335","5.104971909","5.287592055","5.26574407","6.015872973","5.651821238","5.066496904","5.361097781","4.533867399","5.017557944","4.902001278","4.81293968","6.681589666","5.69638854","5.406890656","5.338215494","4.676927433","5.310887036","5.040485316","5.451994649","5.03460244","5.459600833","5.230658783","4.734070748","5.401207834","5.639498854"
"TRIAE_CS42_1BL_TGACv1_031713_AA0119490","6.852344097","6.794696373","7.149147105","7.621725644","7.367173391","6.359986586","6.009546553","5.199397178","6.232747932","6.780307856","6.438338661","6.637250666","6.208794633","5.318985795","5.881362335","5.798254424","7.371690721","6.625961039","6.620247458","6.720194582","6.145237441","6.104684744","6.131164531","5.969949806","6.445527166","6.260065286","6.004963475","5.842603975","6.153672253","6.580030492"
"TRIAE_CS42_1BL_TGACv1_032766_AA0133950","5.249426447","4.756336417","6.522454497","7.054622355","6.215417771","4.801460392","4.49180886","3.458431163","3.564964532","6.437518022","5.701005289","5.764683137","3.862021508","2.924123484","3.754163791","4.657183721","5.073234436","4.932298908","5.854937243","5.826917091","5.443486403","4.897481527","5.570536756","5.397800645","5.390408735","4.53181101","3.846237841","4.466646926","5.008459596","4.235554731"
"TRIAE_CS42_1BL_TGACv1_032814_AA0134350","5.394081989","3.04927304","6.706823216","7.830242771","5.295508425","3.893859035","4.566645551","2.208274414","1.62924054","7.269672458","6.974039151","6.216805682","2.839078464","2.091864062","3.529297384","5.733664849","5.07579862","4.175924549","6.824383453","6.025153159","6.546468287","5.652839996","6.603525038","5.993170591","5.644290753","4.332048265","4.036341086","5.712686053","4.616110126","3.972176928"
"TRIAE_CS42_1DL_TGACv1_061383_AA0193800","8.487774679","7.487694567","8.861272138","8.691210362","8.264466338","6.876575193","7.18848071","5.505989856","5.617959482","7.649116267","7.578160818","7.870307266","5.82471019","4.976519926","5.04407007","6.833614537","7.78394459","7.256551265","7.379395069","8.269587876","6.516339515","6.685285251","7.506855482","7.450660796","7.994224134","7.348323661","6.182291497","6.90168791","7.709967605","7.387548335"
"TRIAE_CS42_1DL_TGACv1_061579_AA0199110","5.332717344","6.73561373","5.417839778","6.003592209","6.702054956","5.115892804","5.260471148","5.227149453","5.932046759","5.624255745","4.90211572","5.325934965","4.458319629","4.9453726","4.947663545","4.66655593","6.629925843","5.714460593","5.323238246","5.260749966","4.696180224","4.964978715","4.881101994","5.250449777","5.01906037","5.293139484","4.821035314","4.611078696","5.422961257","5.54602279"
"TRIAE_CS42_1DL_TGACv1_061871_AA0205010","5.135027552","4.500920165","6.47990038","7.585778669","5.944137063","4.378472827","4.305574764","3.0979007","3.529297384","6.874298801","6.497069065","5.899105259","3.499533282","3.027928372","3.265862459","5.185428584","5.069532935","4.847268947","6.637483432","5.581757957","6.278633988","5.481767453","6.267244191","5.637838522","5.329573756","4.443827036","3.942018605","5.357213436","4.089983399","4.291828367"
"TRIAE_CS42_1DL_TGACv1_062229_AA0211020","5.57514575","5.68465402","6.404834","6.64615802","6.657620212","5.989523414","5.440951831","4.539100253","5.482720173","5.996755525","5.590612769","6.152460317","5.772399231","4.838524628","5.63344942","5.219549013","6.842931939","6.259098938","6.236774068","5.931710615","5.620462458","6.034153278","5.844792913","5.436295109","6.291104606","6.278459509","6.3106263","5.972710382","6.067596541","6.375196526"
"TRIAE_CS42_1DL_TGACv1_063625_AA0229300","6.077871575","5.74241327","6.708375861","6.333585088","6.508918157","5.102880175","5.249305678","3.990834186","4.357990057","5.261394012","5.100475998","5.567496816","4.779963476","3.972176928","4.039532805","4.635699391","6.205080858","5.90290652","5.78105211","5.644701037","4.825622118","4.91338991","5.16823146","4.829113417","5.438513997","5.176714545","4.278054044","4.544358047","4.92797806","5.167126091"
"TRIAE_CS42_1DS_TGACv1_080564_AA0250290","5.85456893","6.13025863","7.073523968","7.237815637","6.587825321","6.446323605","5.948686573","4.515700517","6.382169593","7.420298028","6.974786628","6.257253517","6.370169611","5.311913523","6.078863745","6.013700486","7.030364755","5.79516343","7.416934283","6.725034771","6.576352668","6.2249592","6.401625015","5.936453926","5.620839827","5.413937665","6.391277469","4.488792425","4.584590877","4.771841497"
"TRIAE_CS42_2AL_TGACv1_093939_AA0289710","7.393495068","7.205771025","7.867216222","7.827612842","7.955296705","7.073732322","6.588921526","5.759659216","6.583985819","7.12727708","6.884056672","7.073842435","6.648220009","5.95836035","6.275855585","6.28829341","7.902691189","7.069571362","7.283354131","6.998180821","6.561083564","6.944736949","6.700812287","6.346440423","6.889096277","6.862184527","6.994385167","6.602495622","6.724770702","7.153721989"
"TRIAE_CS42_2AL_TGACv1_094374_AA0296690","6.356876462","5.157041779","6.946283445","7.735079269","6.597587623","5.268254988","5.484614344","4.20730562","4.184066429","6.959094572","6.539753572","6.265679468","4.061964267","3.499533282","3.652013167","5.479696813","6.276850235","5.709555777","6.49204133","6.577402282","6.029687166","4.817802689","6.255796106","6.295601738","6.387695485","5.439139616","3.950816704","5.507098267","5.673299212","5.488586425"
"TRIAE_CS42_2AL_TGACv1_094549_AA0299530","4.683056725","5.053784179","5.285384091","6.379549491","6.476119692","4.383646572","4.088183958","4.151117068","4.160444364","5.423967156","5.394263708","5.584488298","5.162274251","4.407938016","4.766327689","4.426667727","6.022728206","5.725762468","5.461379648","5.574030597","5.066006927","4.612006763","4.841979928","4.92797806","6.468693573","6.720128474","5.007356592","5.545509421","5.523187427","6.780767005"
"TRIAE_CS42_2AL_TGACv1_095131_AA0307260","7.802348309","8.205849375","8.249183019","8.125095342","8.69405487","7.792708067","7.175168315","6.629634023","7.388235091","7.918575886","7.573022397","7.720062325","7.403030621","6.533163643","7.247023603","6.905827422","8.757115194","8.119818269","7.828300946","7.843881932","7.499489697","7.669551272","7.380866574","7.072498234","7.787091528","7.900951495","7.697634356","7.237562496","7.445359144","8.015029941"
"TRIAE_CS42_2AL_TGACv1_095186_AA0307950","5.033674508","4.383046115","6.017989626","6.562725128","6.387202499","4.577709571","4.542596666","3.152847127","3.450425545","5.991139494","5.527355511","5.570879456","2.872852522","2.091864062","1.967687017","4.407276409","5.167211601","5.414948628","5.620016734","5.981987279","5.133065294","4.123372479","5.463242648","5.454329171","5.704052438","4.5964644","2.503712048","4.845878568","5.385489981","4.583639046"
"TRIAE_CS42_2AL_TGACv1_097193_AA0323350","6.828283517","7.387970405","7.284104607","7.601071845","8.012705573","7.379328301","6.619983362","5.602469313","6.3764975","7.549675252","7.202023845","7.312296627","6.69518439","5.821021244","6.576008335","6.352426937","8.23031993","7.517206888","7.411033916","7.316107615","7.149880886","7.49118837","7.238984007","6.645304237","7.423715721","7.210585989","7.430047808","7.265939384","7.03555553","7.351848745"
"TRIAE_CS42_2AL_TGACv1_097448_AA0324210","6.236134729","6.843887466","7.058990284","7.492024654","7.397512515","6.946735579","6.341584303","4.911823658","6.333464336","7.197779606","6.655987176","7.001163651","6.601408092","5.893178945","6.663703414","6.152656096","7.5309359","6.158522286","6.733401892","6.338687713","6.97985266","7.03460817","6.439558017","6.017721789","6.661354616","6.52389118","6.702920593","6.355890623","6.125636984","6.548421088"
"TRIAE_CS42_2BL_TGACv1_129350_AA0379740","8.033180046","8.63177436","8.43009272","8.308357296","9.172546185","8.073569227","7.491334773","7.236657291","7.860030184","8.040192081","7.75334574","7.857314042","7.792675914","6.937873633","7.674009602","7.026098158","9.202774241","8.66453843","7.978685223","8.176144631","7.593822254","7.725802641","7.494421872","7.269030505","8.093843137","8.266637101","7.825475908","7.472548669","7.921911831","8.591471935"
"TRIAE_CS42_2BL_TGACv1_129463_AA0384870","5.605857212","6.828777005","6.194360492","7.083203267","7.15243329","6.695392159","5.91512871","4.92904194","5.582258701","6.610736421","6.086138161","6.738241353","6.082490563","5.465406835","6.233463218","5.512799516","7.144123004","5.853798906","6.151250746","5.542975804","6.642804873","6.765457574","6.113002746","5.778064003","6.458947815","6.37693611","6.163015812","5.803096749","5.451364581","6.129453179"
"TRIAE_CS42_2BL_TGACv1_129475_AA0385350","5.221938356","4.012772909","6.406097502","6.737735346","6.116417374","4.363334266","4.25174282","2.994251177","2.968787502","6.390685199","5.981353603","5.613697287","2.822966911","2.208274414","2.644485428","5.045146216","5.401311585","5.327011718","5.960953792","5.904126753","5.698508592","4.360264038","5.980380849","5.603239963","5.753724356","4.751933647","3.411824051","5.076753816","5.252854411","4.725022191"
"TRIAE_CS42_2BL_TGACv1_129696_AA0392910","7.528658595","7.295758139","7.833778892","7.823123586","7.955789807","6.93879066","6.611871262","5.845680974","6.691089452","7.240511333","6.9437043","7.062869209","6.745994533","5.907336464","6.354696596","6.315305378","7.955929346","7.004400022","7.321829885","7.054250156","6.512883909","6.931843807","6.704234192","6.378613433","6.931763755","6.871746681","6.971178804","6.569318714","6.779469532","7.221029803"
"TRIAE_CS42_2BS_TGACv1_146777_AA0472590","6.394469131","6.722652659","7.130985227","6.84277506","7.358662094","6.128868712","5.980862797","5.244664976","5.857868581","6.695062923","6.295125217","6.427292341","6.201484763","5.217221188","5.958224156","5.724987713","7.327945439","6.602856513","6.896725676","6.642275567","6.204244582","6.275364476","6.000808011","5.681815286","6.167036292","6.22362651","6.238511326","5.685686051","6.115388688","6.725226901"
"TRIAE_CS42_2BS_TGACv1_147340_AA0481970","6.731114755","7.139612754","7.197887572","7.263054948","7.376439605","6.324986006","6.216280699","5.277753369","6.217422135","7.097723194","6.698594758","6.979933005","6.225132522","5.646662413","6.240117938","5.941845902","7.774959207","6.652913609","6.532484208","6.626134665","6.621929616","6.615866236","6.279213117","5.757051483","6.753926714","6.707319445","6.298290942","5.922711825","5.871640492","6.539873487"
"TRIAE_CS42_2DL_TGACv1_158198_AA0512160","4.044804117","5.127884854","5.300534906","6.10041536","6.21868179","4.027135813","4.272266176","3.519371452","4.062165664","4.825445628","5.286310573","5.338033149","5.291489107","4.697813176","5.196910137","4.264087337","5.932730481","5.529825834","5.549056629","5.239623068","5.375967985","4.511957804","4.826095278","4.249922794","6.201612014","6.509283163","5.348516062","5.557271979","5.158164098","6.398436852"
"TRIAE_CS42_2DL_TGACv1_158784_AA0526090","8.131357666","8.556788988","8.655881601","8.491760567","9.050857148","8.167604991","7.538637118","6.895309349","7.86628432","8.232233889","7.931976689","8.070162281","7.733051672","6.976487659","7.642849117","7.109541824","9.0699135","8.463605498","8.169470825","8.228731562","7.76653007","7.96557901","7.702703952","7.32385794","8.041334438","8.190798371","7.975767938","7.513409749","7.807247706","8.410422749"
